rank,Hospital,patient_count,total_billing,avg_billing
25280,Rasmussen-Huynh,1,20968.19,20968.19
25281,Plc Nolan,1,20966.94,20966.94
25282,Brewer Sons And,1,20966.93,20966.93
25283,"And Carter Collier, Martinez",1,20965.31,20965.31
25284,"Cross Johnson, And Foster",1,20964.49,20964.49
25285,"Smith, Parker And Rhodes",1,20963.72,20963.72
25286,"Reese Terry Mahoney, And",1,20962.79,20962.79
25287,"And Reyes Phillips, Miller",1,20961.88,20961.88
25288,"And Wells, Kelly Watson",1,20961.41,20961.41
25289,Lewis-Hubbard,1,20957.6,20957.6
25290,"Patterson Bush, Thomas And",1,20955.1,20955.1
25291,Smith-Mejia,1,20953.7,20953.7
25292,"Duncan Harmon, And Joseph",1,20951.78,20951.78
25293,Miller-French,1,20951.38,20951.38
25294,"And Cardenas Perry Browning,",1,20950.02,20950.02
25295,"Knight Rosales, Moore And",1,20949.45,20949.45
25296,Castillo-Barrera,1,20949.44,20949.44
25297,"Baker Mills And Cobb,",1,20945.05,20945.05
25298,Mcneil-Edwards,1,20940.06,20940.06
25299,Ray Group,1,20939.97,20939.97
25300,Franklin-Murray,1,20936.15,20936.15
25301,Cruz-Garrett,1,20935.36,20935.36
25302,"Walters Green, And Byrd",1,20934.84,20934.84
25303,Gillespie-Mason,1,20928.6,20928.6
25304,Dixon-Ponce,1,20928.31,20928.31
25305,Norman-Williams,1,20925.19,20925.19
25306,Lopez-Walters,1,20923.78,20923.78
25307,"Garcia White, And Cobb",1,20921.65,20921.65
25308,Steele Plc,1,20914.95,20914.95
25309,"Mills Mason, And Martin",1,20914.49,20914.49
25310,Ware Ltd,2,20913.97,10456.98
25311,Lyons-Riley,1,20912.79,20912.79
25312,Collins-Jacobs,1,20912.47,20912.47
25313,Cooper-Diaz,1,20911.11,20911.11
25314,"And Brown Owens, Clark",1,20910.82,20910.82
25315,"Curry Miller And Padilla,",1,20909.85,20909.85
25316,Morris-Franklin,1,20909.58,20909.58
25317,Irwin-Medina,1,20908.8,20908.8
25318,"Robertson Beltran And Gibson,",1,20907.84,20907.84
25319,Powell-Wade,1,20906.25,20906.25
25320,"And Johnson Cantrell Ford,",1,20905.51,20905.51
25321,"Hardy, Schaefer And Howard",1,20903.1,20903.1
25322,Wilson-Ortiz,1,20902.26,20902.26
25323,"Mills, Hall And Booth",1,20901.57,20901.57
25324,"Phillips, Shepherd Smith And",1,20900.88,20900.88
25325,"And Schmidt, Williams Davis",1,20900.65,20900.65
25326,Pennington-Thomas,1,20900.57,20900.57
25327,Gaines-Mitchell,1,20900.56,20900.56
25328,Everett Plc,1,20900.41,20900.41
25329,Khan Sons And,1,20897.8,20897.8
25330,Mayo-Williams,1,20897.23,20897.23
25331,"And Dorsey Brady Richards,",1,20896.52,20896.52
25332,Proctor Plc,1,20895.39,20895.39
25333,"Swanson Poole Ramirez, And",1,20894.72,20894.72
25334,Price-Wise,1,20893.6,20893.6
25335,"Ochoa, Tran Smith And",1,20891.82,20891.82
25336,"Tucker, And Ramirez Patterson",1,20891.35,20891.35
25337,"Martinez Lane, And Arroyo",1,20890.58,20890.58
25338,Morris-Noble,1,20887.99,20887.99
25339,"Jackson Ford, And Curry",1,20887.61,20887.61
25340,"Torres, Hines Silva And",1,20886.62,20886.62
25341,"Conley Jackson, And Hill",1,20886.34,20886.34
25342,Brown-Clements,1,20886.06,20886.06
25343,Schmidt-Douglas,1,20885.92,20885.92
25344,Atkins-Crawford,1,20884.92,20884.92
25345,Armstrong-Allen,1,20884.19,20884.19
25346,Ramirez-Brandt,1,20882.65,20882.65
25347,Alexander-Stone,1,20880.34,20880.34
25348,"And Boyd, Miller Berry",1,20878.11,20878.11
25349,Obrien-Peterson,1,20876.72,20876.72
25350,"Keith Ryan Wright, And",1,20875.81,20875.81
25351,Simmons-Jordan,1,20874.52,20874.52
25352,"Moore Morris Martinez, And",1,20874.04,20874.04
25353,"Walker Myers Holt, And",1,20873.55,20873.55
25354,Walsh-Bautista,1,20872.93,20872.93
25355,Cruz-Molina,1,20871.67,20871.67
25356,"And Garcia Baker, Wagner",1,20868.88,20868.88
25357,"Perez And Campbell Harris,",1,20865.38,20865.38
25358,"Mercado Hernandez, Fleming And",1,20862.39,20862.39
25359,Kramer-Walton,1,20861.64,20861.64
25360,"Price, Hernandez And Pugh",1,20859.38,20859.38
25361,"And Barnett Ferguson, Palmer",1,20858.71,20858.71
25362,Llc Hansen,2,20858.4,10429.2
25363,"Campbell, And Moore Mcguire",1,20857.37,20857.37
25364,Allen-Mcguire,1,20855.9,20855.9
25365,Wade-Cooper,1,20855.7,20855.7
25366,"Taylor Simpson, And Rodriguez",1,20855.43,20855.43
25367,Gonzales-Aguilar,1,20855.2,20855.2
25368,"Scott Hill, And Price",1,20853.81,20853.81
25369,"Rich, House Castro And",1,20853.67,20853.67
25370,Castaneda-Young,1,20852.15,20852.15
25371,And Castillo Sons,1,20852.15,20852.15
25372,Carlson-Brown,1,20850.09,20850.09
25373,"And Mccoy, Brooks Rivera",1,20848.63,20848.63
25374,Scott-Rodriguez,1,20847.63,20847.63
25375,"And Wilson Horton, Cortez",1,20847.53,20847.53
25376,Miller-Vang,1,20846.84,20846.84
25377,May-Reyes,1,20845.11,20845.11
25378,Arnold-Lowe,1,20845.08,20845.08
25379,Mills-Rogers,1,20840.55,20840.55
25380,Perez-Henderson,1,20840.24,20840.24
25381,Richmond-Taylor,1,20839.85,20839.85
25382,Clark-Velez,1,20839.73,20839.73
25383,Jacobs-Johnson,1,20838.83,20838.83
25384,Ltd Hahn,1,20837.79,20837.79
25385,"And Williams, Mccoy Atkinson",1,20837.66,20837.66
25386,Inc Kirk,1,20836.54,20836.54
25387,"Berger Sanford And Dennis,",1,20833.17,20833.17
25388,Plc Montoya,2,20831.38,10415.69
25389,Brennan-Walters,1,20831.14,20831.14
25390,"Pierce And Wu Jimenez,",1,20829.07,20829.07
25391,"Lopez Bowman, And Combs",1,20827.51,20827.51
25392,Knight-Allen,1,20826.8,20826.8
25393,Shields Group,1,20825.77,20825.77
25394,Simon-Ryan,1,20821.27,20821.27
25395,Richardson-Hatfield,1,20821.18,20821.18
25396,"And Alvarez Lee Gay,",1,20820.17,20820.17
25397,"And Klein Thomas, Hatfield",1,20818.44,20818.44
25398,"Fitzpatrick And Davis, Cook",1,20815.84,20815.84
25399,"And Walker, Deleon Anderson",1,20815.73,20815.73
25400,"Mccall Odom, Conley And",1,20813.5,20813.5
25401,Wheeler-Martin,1,20811.07,20811.07
25402,"And Bray, Garcia Little",1,20808.4,20808.4
25403,Williams-Clark,1,20808.27,20808.27
25404,"Baker Armstrong, And Schneider",1,20807.4,20807.4
25405,Nixon-Thomas,1,20805.32,20805.32
25406,James-Ortiz,1,20804.27,20804.27
25407,Booth Plc,1,20802.9,20802.9
25408,"Short And Calderon Brown,",1,20802.86,20802.86
25409,Sons Berry And,1,20800.86,20800.86
25410,Sons And Porter,1,20800.79,20800.79
25411,Carr-Harris,1,20800.17,20800.17
25412,Wyatt Llc,1,20798.88,20798.88
25413,Sims-Graham,1,20798.37,20798.37
25414,Johnson-Parsons,1,20797.87,20797.87
25415,Blake-Moon,1,20797.71,20797.71
25416,"Torres, Mccullough And Robinson",1,20795.4,20795.4
25417,Ford-Thomas,1,20795.2,20795.2
25418,"And Conner Shah Ponce,",1,20794.98,20794.98
25419,"Schultz Trevino, Harrell And",1,20794.33,20794.33
25420,Gibbs-Pena,1,20793.11,20793.11
25421,Jackson-Hurley,1,20791.7,20791.7
25422,Franklin-Davis,1,20791.55,20791.55
25423,Rogers-Meyers,1,20791.19,20791.19
25424,"Brown Walker, Cruz And",1,20787.26,20787.26
25425,Kim-Brown,1,20786.99,20786.99
25426,Simpson-Richardson,1,20786.94,20786.94
25427,Figueroa-Thompson,1,20785.32,20785.32
25428,"And Gilbert, Lozano Simpson",1,20785.27,20785.27
25429,"And Leblanc Jordan, Matthews",1,20784.35,20784.35
25430,"Bird, And Arnold Parks",1,20782.3,20782.3
25431,Williams-Huffman,1,20782.01,20782.01
25432,Hall-Curry,1,20781.51,20781.51
25433,Johnson-Crawford,1,20781.39,20781.39
25434,Turner-Wright,1,20778.06,20778.06
25435,"Dixon Hancock And Singleton,",1,20777.28,20777.28
25436,Plc Powers,1,20776.55,20776.55
25437,Saunders-Smith,1,20773.02,20773.02
25438,Inc Ochoa,1,20768.48,20768.48
25439,Vance-Lopez,1,20766.12,20766.12
25440,"And Carney, Sanchez Morrow",1,20764.49,20764.49
25441,"And Wang, Jackson David",1,20763.9,20763.9
25442,"Escobar, And Ward Lawson",1,20763.58,20763.58
25443,Vasquez-Carr,1,20762.02,20762.02
25444,Bell-Lawrence,1,20758.08,20758.08
25445,"Johnson Allen Brown, And",1,20756.3,20756.3
25446,Washington-Coleman,1,20755.53,20755.53
25447,"Williams, Wilson Reyes And",1,20754.97,20754.97
25448,Robertson-Mendoza,1,20753.52,20753.52
25449,"Stewart Zimmerman And Dudley,",1,20753.02,20753.02
25450,"Martin Stone And Davis,",1,20751.05,20751.05
25451,Davis-Knight,1,20750.97,20750.97
25452,Mcdonald Sons And,1,20744.83,20744.83
25453,Group Rasmussen,1,20744.69,20744.69
25454,Clark-Chavez,1,20744.48,20744.48
25455,Harding-Friedman,1,20741.41,20741.41
25456,Henderson-Cummings,1,20740.59,20740.59
25457,Martinez-Edwards,1,20739.98,20739.98
25458,Jensen-Moore,1,20739.69,20739.69
25459,Parrish-Rivera,1,20739.55,20739.55
25460,"And Phelps Burke Fields,",1,20737.64,20737.64
25461,And Howard Sons,2,20732.14,10366.07
25462,"Brennan Mcdaniel, Mitchell And",1,20728.81,20728.81
25463,"Smith Ortiz And Daniels,",1,20727.7,20727.7
25464,Jones-Powell,1,20723.75,20723.75
25465,Duke-Johnson,1,20722.1,20722.1
25466,"Andrade, And Wagner Schneider",1,20721.84,20721.84
25467,"Miller Blair, And Williams",1,20721.51,20721.51
25468,Lane-Larson,1,20720.64,20720.64
25469,Brown-Carter,1,20720.0,20720.0
25470,"Barron, Schwartz Williams And",1,20719.97,20719.97
25471,"Taylor, And Herrera Martinez",1,20719.44,20719.44
25472,"Bradshaw Gallegos, And Hinton",1,20718.73,20718.73
25473,Plc Arellano,1,20716.74,20716.74
25474,Butler-Walters,1,20716.26,20716.26
25475,"Wallace, Knight And Mills",1,20715.32,20715.32
25476,Jones-Fleming,1,20714.71,20714.71
25477,"And Martinez Sullivan, Ward",1,20714.44,20714.44
25478,"Weaver And Parks, Odom",1,20714.35,20714.35
25479,"And Guerrero Calhoun Trevino,",1,20713.97,20713.97
25480,Fry Llc,1,20713.74,20713.74
25481,"Morris Robles And Weber,",1,20711.38,20711.38
25482,"Guzman Cherry, Miller And",1,20708.75,20708.75
25483,Warren-Gomez,1,20703.48,20703.48
25484,"Booker, Juarez And Barnes",1,20702.47,20702.47
25485,"Moore Carney Hernandez, And",1,20701.27,20701.27
25486,Williams-Coleman,1,20697.25,20697.25
25487,And Webster Sons,1,20691.37,20691.37
25488,"And Mckay Norris Wall,",1,20689.51,20689.51
25489,Escobar-Walton,1,20687.97,20687.97
25490,King-Coleman,1,20686.61,20686.61
25491,"Pitts, And Rogers Jenkins",1,20678.48,20678.48
25492,"Bradford Taylor, Brown And",1,20676.54,20676.54
25493,Evans-Kelly,1,20675.95,20675.95
25494,"Werner, And Rogers Golden",1,20675.65,20675.65
25495,"Barnes, And Johnson Alexander",1,20671.79,20671.79
25496,"Williams And Frye Castaneda,",1,20670.7,20670.7
25497,"Mendoza, And Alvarado Potter",1,20670.3,20670.3
25498,Holland-Jones,1,20665.94,20665.94
25499,Taylor-Avery,1,20664.21,20664.21
25500,Ltd Mclaughlin,2,20663.91,10331.96
25501,Plc Walton,1,20663.48,20663.48
25502,"Harris, And Allen Silva",1,20658.31,20658.31
25503,"Smith, Lopez Anderson And",1,20656.38,20656.38
25504,Larson-Conway,1,20656.24,20656.24
25505,"And Lopez Phillips, King",1,20655.78,20655.78
25506,Mullen-Hernandez,1,20651.61,20651.61
25507,"Cooper Tucker And Powers,",1,20651.55,20651.55
25508,"Liu Rodriguez And Torres,",1,20647.89,20647.89
25509,"And Pruitt Gonzales Perez,",1,20647.33,20647.33
25510,"Henderson, And Baldwin Nunez",1,20646.95,20646.95
25511,Richards-Lawson,1,20645.65,20645.65
25512,"Boone Adams And Clark,",1,20642.5,20642.5
25513,"Smith Gomez Green, And",1,20641.39,20641.39
25514,Hardin-Horton,1,20638.72,20638.72
25515,Clarke Inc,2,20636.29,10318.14
25516,Llc Benjamin,1,20634.7,20634.7
25517,Mckinney-Cooper,1,20633.41,20633.41
25518,Group Gibson,1,20632.47,20632.47
25519,Ltd Berry,1,20632.02,20632.02
25520,Neal Group,1,20631.3,20631.3
25521,"And Hall Green Smith,",1,20630.96,20630.96
25522,Branch-Gentry,1,20628.28,20628.28
25523,Monroe-Richardson,1,20627.71,20627.71
25524,"Campbell And Collins, Rowe",1,20627.51,20627.51
25525,Thomas-Daugherty,1,20625.79,20625.79
25526,Sons Sanders And,1,20625.43,20625.43
25527,Wood-Sanchez,1,20622.41,20622.41
25528,"Brown Cochran And Murphy,",1,20619.89,20619.89
25529,"Brooks, Williams Vega And",1,20619.38,20619.38
25530,"Elliott Hughes And Little,",1,20616.94,20616.94
25531,"Beard And Pham Williams,",1,20613.2,20613.2
25532,Dennis-Pennington,1,20612.49,20612.49
25533,Llc Fisher,1,20611.94,20611.94
25534,"And Harmon, Willis Frey",1,20610.92,20610.92
25535,Boyer-Smith,1,20608.82,20608.82
25536,"Carroll, Robles And Johnston",1,20606.46,20606.46
25537,Campbell-Steele,1,20603.6,20603.6
25538,Clark-Allison,1,20603.39,20603.39
25539,"Ayers, Davis Parker And",1,20598.4,20598.4
25540,Arellano-Lopez,1,20595.39,20595.39
25541,Lozano Group,1,20594.99,20594.99
25542,James-Gray,1,20594.28,20594.28
25543,"Wu, Carey Sexton And",1,20593.46,20593.46
25544,"Stevenson, Harding And Woods",1,20590.52,20590.52
25545,"Cisneros Phillips And Rivera,",1,20589.95,20589.95
25546,"Vance Bailey, Phillips And",1,20589.67,20589.67
25547,White-Saunders,1,20588.74,20588.74
25548,Clark-Watts,1,20587.91,20587.91
25549,Barnes-Hill,1,20585.31,20585.31
25550,"And Reyes Stephens, Anderson",1,20584.86,20584.86
25551,Zimmerman-Gonzalez,1,20583.87,20583.87
25552,Ltd Mccann,1,20581.68,20581.68
25553,"And Lopez, Bowen Barrett",1,20581.52,20581.52
25554,Murray-Irwin,1,20580.08,20580.08
25555,"Herring Walker, Richards And",1,20578.79,20578.79
25556,Fuller Sons And,1,20578.3,20578.3
25557,"And Ford Powers, Washington",1,20571.55,20571.55
25558,Hall-Peterson,1,20571.45,20571.45
25559,Marshall-Adams,1,20570.51,20570.51
25560,"And Molina, Gilmore Sims",1,20567.26,20567.26
25561,"Mullins Adkins Scott, And",1,20565.42,20565.42
25562,"And Velasquez Fletcher James,",1,20565.03,20565.03
25563,Salazar-Sanchez,1,20564.34,20564.34
25564,Jarvis-Wilson,1,20562.7,20562.7
25565,"And Perez Phillips Brown,",1,20557.55,20557.55
25566,"Ross Anderson And Hoffman,",1,20557.27,20557.27
25567,Miller-Adams,1,20554.71,20554.71
25568,Ramos-Estrada,1,20552.06,20552.06
25569,Bennett-Burgess,1,20548.79,20548.79
25570,"Santos And Blake Wood,",1,20548.76,20548.76
25571,"Rice, Thompson Williams And",1,20545.94,20545.94
25572,"Jones And Jones, Turner",1,20545.87,20545.87
25573,"And Bell Perry, Moore",1,20545.43,20545.43
25574,Reynolds-Gray,1,20545.29,20545.29
25575,Sons And Cummings,1,20544.71,20544.71
25576,Hurst-White,1,20544.66,20544.66
25577,"Fuller Hayes Freeman, And",1,20544.44,20544.44
25578,"Mccoy, Crawford Morris And",1,20544.37,20544.37
25579,"Cain And Gay Thomas,",1,20540.24,20540.24
25580,"Bender Campos Scott, And",1,20539.63,20539.63
25581,Hood-Jones,1,20537.62,20537.62
25582,"Mosley And Hobbs Gill,",1,20536.23,20536.23
25583,Maldonado Inc,1,20534.43,20534.43
25584,Harrison-Mclaughlin,1,20533.94,20533.94
25585,Nguyen-Mooney,1,20532.08,20532.08
25586,"And Lozano Carpenter, Erickson",1,20531.53,20531.53
25587,Group Cunningham,1,20530.59,20530.59
25588,Rhodes-Hahn,1,20526.19,20526.19
25589,Douglas-Matthews,1,20523.57,20523.57
25590,"Adams Murphy And Lopez,",1,20523.14,20523.14
25591,"And Lloyd Kline Parker,",1,20522.65,20522.65
25592,Roberts-White,1,20521.54,20521.54
25593,Llc Owen,2,20521.15,10260.58
25594,"Chandler, And Olson Holland",1,20520.28,20520.28
25595,"Miller Jackson, And Brown",1,20520.27,20520.27
25596,"Smith, Fox And Perez",1,20519.54,20519.54
25597,"Perez And Serrano Brock,",1,20516.25,20516.25
25598,Anderson-Marshall,1,20516.02,20516.02
25599,"And Davis Webb, Ellis",1,20514.67,20514.67
25600,Chapman-Robinson,1,20514.51,20514.51
25601,"Smith Coffey And Finley,",1,20514.44,20514.44
25602,Beck-Dominguez,1,20513.84,20513.84
25603,"Brown And Buck Jones,",1,20513.38,20513.38
25604,"And Guzman Bell Sanchez,",1,20510.11,20510.11
25605,Group Frederick,1,20510.02,20510.02
25606,"Miller Massey Lopez, And",1,20508.59,20508.59
25607,Page-Davis,1,20507.46,20507.46
25608,Johnson-Hawkins,1,20505.29,20505.29
25609,"And Nicholson Olson, Reed",1,20505.09,20505.09
25610,Sons Barnett And,1,20504.25,20504.25
25611,Todd-Mitchell,1,20502.64,20502.64
25612,Crawford-Holland,1,20499.76,20499.76
25613,"And Shaffer, Oconnor Allison",1,20497.17,20497.17
25614,"And Sullivan Carroll Fox,",1,20496.98,20496.98
25615,Cohen-Riley,1,20495.13,20495.13
25616,Fitzgerald-Hale,1,20494.15,20494.15
25617,Terrell-Powell,1,20493.75,20493.75
25618,Bennett-Ramirez,1,20493.74,20493.74
25619,Nichols-Mann,1,20491.86,20491.86
25620,Barrett-Sanford,1,20491.76,20491.76
25621,Hart-Patel,1,20488.51,20488.51
25622,"Richardson Allen, Gonzalez And",1,20488.37,20488.37
25623,Mckay-Shelton,1,20488.26,20488.26
25624,"Young Waters, Solis And",1,20484.3,20484.3
25625,"Smith, Roberts And Morris",1,20484.08,20484.08
25626,"And Carpenter Vasquez Leach,",1,20481.09,20481.09
25627,Humphrey-Daniels,1,20479.74,20479.74
25628,"Everett Davis, And Hogan",1,20475.81,20475.81
25629,"Brown, Pearson Saunders And",1,20471.36,20471.36
25630,Velazquez Group,1,20470.68,20470.68
25631,Plc Ruiz,1,20469.51,20469.51
25632,Tucker-Carson,1,20467.58,20467.58
25633,Mccann-Walker,1,20466.42,20466.42
25634,Jones-Gill,1,20465.74,20465.74
25635,Brown-Blackburn,1,20465.68,20465.68
25636,"Sheppard, Lopez And Williams",1,20465.12,20465.12
25637,Brown-Frederick,1,20464.15,20464.15
25638,Jackson-Hughes,1,20463.93,20463.93
25639,Leon And Sons,1,20461.97,20461.97
25640,"Williamson Hancock Palmer, And",1,20459.75,20459.75
25641,Duke-Torres,1,20458.55,20458.55
25642,"Caldwell Smith Nielsen, And",1,20458.42,20458.42
25643,Jennings Sons And,1,20455.47,20455.47
25644,Miller-Fuller,1,20454.74,20454.74
25645,Evans-Russo,1,20454.15,20454.15
25646,Hart-Pena,1,20453.5,20453.5
25647,Randall Ltd,1,20453.35,20453.35
25648,"Villegas, Jackson Smith And",1,20449.63,20449.63
25649,"Washington Campbell And Lara,",1,20448.38,20448.38
25650,Mahoney-Howell,1,20445.91,20445.91
25651,Webb-Cook,1,20445.72,20445.72
25652,"And Jones Perry, Hill",1,20445.67,20445.67
25653,"Nelson Collins, Mack And",1,20445.48,20445.48
25654,Adams-Dean,1,20445.47,20445.47
25655,Peterson-Hansen,1,20444.33,20444.33
25656,Snyder-Jones,1,20444.06,20444.06
25657,Garcia-Wagner,1,20444.02,20444.02
25658,"And Chavez, Knight Fisher",1,20443.04,20443.04
25659,Plc Parrish,1,20442.36,20442.36
25660,"Buck, Martinez Smith And",1,20440.47,20440.47
25661,"Harper, And Anderson Haney",1,20439.45,20439.45
25662,"Sanchez, Lee And Diaz",1,20436.51,20436.51
25663,"Tucker Hernandez Rhodes, And",1,20436.16,20436.16
25664,"And Williams Salinas, Baker",1,20435.56,20435.56
25665,"Dunlap And Green Lewis,",1,20431.35,20431.35
25666,Martin-Evans,1,20429.47,20429.47
25667,Tran-Meadows,1,20428.89,20428.89
25668,Miller-Alvarez,2,20428.77,10214.38
25669,Fletcher-Pierce,1,20427.79,20427.79
25670,Inc Wiley,1,20426.93,20426.93
25671,Lopez-Carroll,1,20426.87,20426.87
25672,"And Barry Duran Hall,",1,20425.83,20425.83
25673,"Taylor Jones, And Ferguson",1,20425.7,20425.7
25674,"And Hunter Brown Kelly,",1,20424.26,20424.26
25675,Jacobson-Butler,1,20421.13,20421.13
25676,Atkinson Group,1,20420.82,20420.82
25677,"And Price, Stanley Morrow",1,20418.56,20418.56
25678,"Stafford Trujillo, Beasley And",1,20415.58,20415.58
25679,Harris-Marshall,1,20415.06,20415.06
25680,Campos-King,1,20414.97,20414.97
25681,Gordon-Haynes,1,20414.66,20414.66
25682,Garcia-Newman,1,20408.8,20408.8
25683,Inc Shields,1,20408.62,20408.62
25684,Salas Inc,1,20407.35,20407.35
25685,Plc Simpson,1,20406.16,20406.16
25686,Collins-Perez,1,20404.45,20404.45
25687,Nichols-Fitzgerald,1,20403.68,20403.68
25688,"And Luna, Francis Reynolds",1,20403.4,20403.4
25689,Johnson-Cordova,1,20399.87,20399.87
25690,Medina-Bailey,1,20393.49,20393.49
25691,"Ramos, And Miller Scott",1,20393.14,20393.14
25692,"And Rivera, Jackson Ewing",1,20392.23,20392.23
25693,"Woodard, Todd And Hoffman",1,20390.08,20390.08
25694,"Roman, And Arellano Foster",1,20386.24,20386.24
25695,Sosa-Evans,1,20384.41,20384.41
25696,"Mcdonald Alexander Montes, And",1,20381.02,20381.02
25697,"Hess Wilcox, And Richards",1,20380.55,20380.55
25698,Ware Plc,1,20379.75,20379.75
25699,Mccullough Inc,1,20379.53,20379.53
25700,Gallagher-Johnson,1,20379.29,20379.29
25701,"Taylor Marquez And Gardner,",1,20377.07,20377.07
25702,"Palmer And Golden, Murray",1,20374.69,20374.69
25703,Wilson-Holt,1,20371.47,20371.47
25704,Hill-Sanchez,1,20371.1,20371.1
25705,"Anderson Cohen, Orr And",1,20370.33,20370.33
25706,Gomez-Whitaker,1,20367.69,20367.69
25707,Edwards Inc,1,20367.58,20367.58
25708,Sons And Gardner,1,20367.23,20367.23
25709,"Taylor, Brown Martinez And",1,20366.86,20366.86
25710,Dunn-Dalton,1,20364.47,20364.47
25711,Gonzalez-Griffith,1,20363.77,20363.77
25712,And Cordova Sons,1,20361.87,20361.87
25713,"Larson Martinez And Schmidt,",1,20360.33,20360.33
25714,"And Martinez, Mckinney Winters",1,20358.74,20358.74
25715,"And Butler Morgan, Burke",1,20358.61,20358.61
25716,Smith-Black,1,20358.49,20358.49
25717,Henderson-Spencer,1,20357.79,20357.79
25718,Rios Inc,1,20355.71,20355.71
25719,Roberts-Whitehead,1,20353.91,20353.91
25720,Murray-Powell,1,20353.45,20353.45
25721,"Barron And Davis Whitehead,",1,20349.91,20349.91
25722,"Glover Mitchell And Bell,",1,20344.91,20344.91
25723,Goodwin-Watson,1,20343.68,20343.68
25724,"Hart, Palmer And Poole",1,20342.74,20342.74
25725,Barry-Barron,1,20342.18,20342.18
25726,Williams-White,2,20341.76,10170.88
25727,Lewis-Duarte,1,20340.49,20340.49
25728,May-Morton,1,20339.09,20339.09
25729,Mercer-Kidd,1,20337.11,20337.11
25730,Price-Roberts,1,20336.43,20336.43
25731,Mckee Llc,1,20332.94,20332.94
25732,"And Norris, Reyes Ramirez",1,20332.91,20332.91
25733,"Lopez, Hickman Wright And",1,20331.59,20331.59
25734,"Norris, Matthews And Khan",1,20329.95,20329.95
25735,Compton Plc,1,20328.68,20328.68
25736,"Williams, Vargas And Salas",1,20325.74,20325.74
25737,"Smith, And Jackson Owens",1,20321.29,20321.29
25738,Ortiz-Castro,1,20320.83,20320.83
25739,Carter-Ross,1,20320.06,20320.06
25740,"And Perez, Hernandez Gonzalez",1,20317.06,20317.06
25741,"Gilmore, Miller And Evans",1,20316.34,20316.34
25742,"Chen Stone Conner, And",1,20313.81,20313.81
25743,Brown-Simmons,1,20312.77,20312.77
25744,"And Bryant, Smith Clark",1,20312.73,20312.73
25745,"Graham Williams, Brooks And",1,20310.43,20310.43
25746,"And Kim Price Smith,",1,20309.29,20309.29
25747,"Carpenter Martinez, And Estes",1,20309.23,20309.23
25748,Jenkins-Harmon,1,20308.68,20308.68
25749,"Powers And Chandler, King",1,20307.44,20307.44
25750,Miller-Zhang,1,20306.47,20306.47
25751,"Olson, And Briggs Figueroa",1,20305.72,20305.72
25752,"Hall, Martinez Holmes And",1,20301.11,20301.11
25753,Booth-Martinez,1,20299.33,20299.33
25754,"Daniels And White, Hamilton",1,20296.94,20296.94
25755,Santos-Fletcher,1,20296.12,20296.12
25756,Andrews-Huffman,1,20294.83,20294.83
25757,Johnson-Jenkins,1,20294.61,20294.61
25758,"Hernandez, Boyd Williams And",1,20293.64,20293.64
25759,Sexton-King,1,20292.82,20292.82
25760,Morris-Brady,1,20291.36,20291.36
25761,Mueller-Lopez,1,20287.15,20287.15
25762,Gates-Lopez,1,20286.39,20286.39
25763,May-Park,1,20283.6,20283.6
25764,Banks Llc,1,20283.51,20283.51
25765,Adkins-Martin,1,20283.37,20283.37
25766,Maldonado-Woodard,1,20281.0,20281.0
25767,Inc Salinas,1,20280.57,20280.57
25768,Dawson-Thompson,1,20279.35,20279.35
25769,"Sandoval Cook And Gutierrez,",1,20274.97,20274.97
25770,Lawrence-Clark,1,20273.93,20273.93
25771,Nicholson Inc,1,20272.82,20272.82
25772,"And Roberts Jones, Evans",1,20272.48,20272.48
25773,"Jenkins Perez, Miller And",1,20271.75,20271.75
25774,Garcia-Best,1,20271.71,20271.71
25775,"Chang, Adams Brown And",1,20271.25,20271.25
25776,"White And Smith Villegas,",1,20270.53,20270.53
25777,Plc Potter,1,20269.15,20269.15
25778,"Taylor Hughes And Smith,",1,20268.68,20268.68
25779,"And Williams Hunt Wright,",1,20264.78,20264.78
25780,Llc Baxter,1,20264.47,20264.47
25781,Hoover Sons And,1,20264.27,20264.27
25782,Adams-Valencia,1,20264.21,20264.21
25783,Plc Mcgee,1,20263.73,20263.73
25784,Miles-Cannon,1,20263.62,20263.62
25785,"And Taylor, Castillo Perry",1,20262.27,20262.27
25786,"Chung Herrera, And Pollard",1,20258.78,20258.78
25787,"Olson, And Green Garcia",1,20258.33,20258.33
25788,"Smith, And Lowe Gross",1,20257.98,20257.98
25789,"Gordon Carter, Brown And",1,20257.53,20257.53
25790,"Tyler, Black And Young",1,20255.54,20255.54
25791,Wallace-Wilson,1,20254.36,20254.36
25792,Petersen-Mitchell,1,20253.89,20253.89
25793,"Hoffman, Sanders Bradford And",1,20253.77,20253.77
25794,Rocha-Underwood,1,20250.78,20250.78
25795,"Blevins Taylor And Castro,",1,20249.44,20249.44
25796,"Buchanan Wheeler And Roberts,",1,20248.58,20248.58
25797,"Rasmussen, Johnson Schaefer And",1,20246.93,20246.93
25798,"Wright Miller, Sanchez And",1,20246.09,20246.09
25799,"Taylor And Perez Ewing,",1,20245.78,20245.78
25800,Sons Larson And,2,20244.57,10122.28
25801,"And Long, Bryan Gross",1,20238.28,20238.28
25802,Bailey-Gardner,1,20236.53,20236.53
25803,"Wilson And Smith, Perry",1,20236.05,20236.05
25804,Kemp-Garcia,1,20234.75,20234.75
